"t_id","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","c1"
19109,117587980,97519395,100405530,107722480,102663509,122170647,82084934,100745091,92927850,125861925,135922439,112347074,131875231,82265750,"c1_8"
16988,106488411,86254138,108799369,113901816,82909972,106313072,122688103,89655271,96608846,108530671,73173279,92856091,110273680,116957104,"c1_17"
14268,100925643,81790922,83453674,78742749,87032482,96294178,71873946,68438705,81035702,86427547,79365238,76728455,77978577,76635306,"c1_8"
9331,95683083,97255589,126235768,114831088,98304000,96605843,116150985,94404735,135194869,98645353,111862840,100465339,84017285,101590610,"c1_8"
17279,97235607,103318727,134600174,108551824,116916749,65066900,120881273,89668062,129565795,97666739,85557408,99879206,84412119,120762673,"c1_24"
10746,96278805,70385664,114970257,64676324,71783501,66726330,105649996,108017851,122212268,72233039,69286470,71585038,66891202,106430465,"c1_18"
13608,91395600,128450677,88738290,97126503,102144979,122291290,115622490,89957875,81022315,87609749,99615716,117716894,121825709,126129629,"c1_15"
3319,92355549,128984696,103947935,101319794,116457763,115610798,105524244,95694423,103920277,126138430,100027523,119608737,102295964,81789127,"c1_16"
6976,77722415,128984696,78250626,70976865,87228617,132940411,65423915,90578146,97011119,116154683,95158295,99638715,121922672,71246204,"c1_3"
18316,128189268,108287549,89694833,91972072,88416971,117097041,64712074,124061868,93323276,130104735,131364184,98914101,120850716,65077478,"c1_8"
18278,107480622,71368726,135963026,121110937,128256192,75511734,94113834,125831465,135302131,92413058,74449358,70965983,78648191,111150935,"c1_23"
16799,85992312,75927922,103947935,120109859,116393670,126885031,80871466,89785000,98586919,109459772,125963639,83971577,125802218,91750467,"c1_3"
10058,108037960,118621950,93890601,125099034,116785152,83923160,99680307,95424313,85193799,116392091,118133755,112197652,90257096,111414834,"c1_14"
1985,96481776,133208851,84453512,83428967,87228617,122024242,80502352,94943834,91264335,126353408,129630603,130704091,131875231,92956452,"c1_21"
12243,96010293,127552518,104889410,115867664,120601809,111230485,116785927,95551599,93408481,93005268,94410100,124183058,104104516,110953171,"c1_8"
11350,92799153,118508101,89395036,114049025,92277562,122468271,94371907,82432607,85131635,96469330,111722513,118321909,110235321,91750467,"c1_14"
9560,100926265,81297677,103679505,114001857,102236160,105662799,93464565,90311990,97545806,125579400,118236362,83571198,125845765,81310371,"c1_24"
5165,113019560,97650734,131087720,91001861,71319716,101283850,98884004,95481351,129765178,87329110,104889499,94539124,114568032,116129792,"c1_10"
1763,128283854,86254138,126368536,91624987,81274823,79194407,76290351,125098979,122692783,119560770,137921578,83410876,90316707,80757483,"c1_3"
7612,122945653,81790922,120944967,73400621,66925440,84477083,111280404,120671124,115911345,71199150,81298943,82167225,90463184,121254444,"c1_14"
6197,66984710,71611063,72368487,78212324,88346583,83369529,122421620,63728389,74235844,68164075,67693002,70741672,95193201,125359693,"c1_10"
18586,117225561,97528428,94572058,114755811,122945995,127143843,71907799,119642836,91358735,119543344,117984573,94508601,132170858,76635306,"c1_3"
11035,133480840,76608134,109130801,96481542,108185917,70780541,76602012,131661983,115147011,109881247,124835040,83228773,71602238,96600064,"c1_3"
8832,77596276,76286350,104889410,65042748,71642810,89194726,116495888,82129019,110522264,71633576,72955941,76728455,83624399,126933296,"c1_18"
11802,81003533,97125985,103809116,73400621,77070534,128986548,88256305,90717686,111708196,105132295,105775239,87031924,126899815,91783171,"c1_18"
14204,96535199,113703943,125306609,90705004,88868277,122459899,86386156,94971085,127576340,103598647,105381895,111252233,120195263,102493899,"c1_3"
9086,133698442,65021387,84443341,127114884,116703479,106381520,86025190,125054787,80740414,76284774,94500155,71899258,125845765,70552273,"c1_24"
11912,101857652,108782090,119810020,84410870,88874467,94373099,77070357,99746013,122489527,120067385,117442566,105454306,95468123,82595606,"c1_3"
17599,106004322,64800203,99494930,78742749,75923193,75825420,110764035,99900247,96608846,68026434,69338022,67273271,78350878,120855082,"c1_10"
15465,77860223,128712862,68030283,83925144,92158812,99888001,66277589,82057174,74759472,135271862,135793731,119608737,97517673,65940429,"c1_3"
9988,108008481,77099676,109393626,84698737,81380954,96038120,115365707,106191516,116531954,91102746,79966617,83293860,89881387,130817902,"c1_10"
1680,91815941,92312602,74187710,91226594,92303313,105602840,99142184,112344172,67378962,86200799,99821164,77730295,77578502,100694622,"c1_21"
11439,122165901,82154186,125311294,66120295,66323947,106381520,122751308,119013410,127669392,70851614,80184848,70525050,84412518,130905925,"c1_20"
14723,72625093,81789045,134679232,108528050,111150690,71874824,95173054,69206016,134481068,76418488,73612529,84483051,71698174,106202854,"c1_3"
18875,127665114,81920001,83361817,71310990,82020563,84214162,99801481,119013410,80740414,77170130,73407799,77202486,84444059,111739509,"c1_15"
1295,85816395,118759572,77596607,101193023,108185917,122353049,106025504,82835823,80110141,114046752,111673854,112885941,126494615,106627073,"c1_15"
7314,128978591,81920000,108654886,78912368,76812029,90914623,109834029,131072100,109323705,76939463,86139855,83228773,102498780,120923143,"c1_3"
10732,87031899,71004046,134439613,96639646,111411327,70911193,93464565,82432607,127664502,76846401,81354378,72076939,84083303,120232188,"c1_14"
2234,113249755,97519395,126092066,131336931,127271531,84213901,94534786,100598305,128614403,131278554,137889199,100010981,109452646,77744655,"c1_22"
10974,87097384,103606166,124863897,132715860,133438757,122499499,104392624,81534416,135341602,81264662,80957059,88087164,115543487,106170366,"c1_19"
9287,76153736,81330211,130344141,95949194,91885206,90201728,94655264,64761855,127926507,80592956,93272589,87445085,89669405,92554471,"c1_8"
17376,72353742,91756943,109504093,73143907,72089605,115943864,106495119,70645070,110106996,76846401,98139638,87378054,102498780,121432833,"c1_3"
11774,80217827,119160077,114041759,126420783,133294790,133251555,99352597,81862253,121855059,114474791,94976406,99683458,120588791,70400694,"c1_11"
9689,85484554,97013766,99093850,120706347,106954793,128978959,76813285,88292100,92544379,135350844,119021030,106180354,126176111,76825120,"c1_17"
16383,107753380,82065286,89752130,77622874,71642810,76295826,71687119,100937836,86213971,130817558,125967954,77208660,70667271,66233498,"c1_14"
18135,106556094,76956199,126662646,102631436,91886169,117194278,71827456,90571569,129148993,76554957,94132834,77208660,109750320,82321425,"c1_14"
15040,117051650,103734662,77627446,83428967,91855586,100459083,99734365,120061957,75759621,92413058,85478074,87052852,77192370,76554283,"c1_16"
12063,129045934,132646483,109958820,90767361,98288665,65541729,75844168,131264287,110372038,131334147,135922439,130569579,66120386,82062652,"c1_19"
8699,121634816,87293996,94123988,126375363,122462283,112459826,127852006,119931306,103030598,86639003,69522293,99156821,115523235,115605504,"c1_17"
12676,101310546,87427491,125829672,78124948,81805512,75759619,116150985,107007621,128614403,76940172,80499142,83897592,72412798,126111499,"c1_5"
17326,87556898,118508101,94200679,126958402,127139841,133971960,71304212,88219522,99126300,116228008,123766829,119537667,132915126,72462916,"c1_18"
9821,127022191,91751803,103936307,78381157,75502513,123209223,81360290,105513307,98047646,86129949,86043639,100465339,126933954,85507421,"c1_9"
10929,71845512,123736615,77895981,126091389,132645022,116954263,71687119,69994087,85728302,134745749,130672442,124132042,90703562,66196895,"c1_10"
4244,117634722,109657000,99080283,96864320,108265708,106048433,71077952,120586260,103030598,102558619,92800779,100411826,89857885,70124813,"c1_20"
12399,81915125,97358472,108654886,91497964,83454636,100094204,80502352,81534416,111712865,80927299,103809083,98914101,102641170,86874475,"c1_3"
13551,87633873,86577466,99098969,85132216,76284423,94372249,105120537,90467218,98450207,75871515,94418126,87716711,83902427,121526757,"c1_3"
15299,113019560,113365043,114702068,96600157,96642786,84771601,98884004,120633493,115817382,91848732,98570895,106226218,97010973,111018094,"c1_3"
12997,117634722,133170136,89391907,120609420,132959736,105659561,71304212,105935774,91973117,130809926,125830766,123801847,104112155,80845486,"c1_3"
5368,72502815,123735620,77758467,114295939,110755851,112214601,99801481,70645070,75554333,125923757,130089982,105979940,102777167,96472619,"c1_8"
642,85816395,102342546,77758470,79727034,81805512,106486101,106698002,68438705,80866015,103810020,98074809,100794620,108541292,116957104,"c1_10"
3849,118883190,91982462,114963689,78627215,81476009,122421755,89148841,124783353,122859597,85926504,98762410,87297721,114599112,97649591,"c1_18"
10362,96502491,87556603,120324126,65634849,66323947,116065442,116415660,100674996,115606280,67709744,87097676,87438340,108503960,121189275,"c1_20"
16040,76348266,118884781,89694833,120857491,115736636,122951346,77732000,77726219,79959361,129761397,129255555,119537667,125845765,76825120,"c1_3"
10322,101187612,70656414,125592471,102631436,115678518,101789030,104991782,82357190,122426945,114309825,125832869,100589013,131682586,85189940,"c1_22"
3271,122457520,119038853,78808710,84675845,97917618,100680224,99486844,114363404,85193799,102558619,98111205,112814619,95750475,96859287,"c1_21"
14722,107484645,87293996,120586246,65509902,70803760,84419543,110337944,90578146,103677975,80927299,85555220,77113683,84216120,107217357,"c1_8"
17492,102825986,93063339,100450899,70918761,76075785,105659561,122685853,94502942,104335962,85926504,79989387,83963877,90853855,125056736,"c1_20"
13105,111936022,119410420,119552941,107497625,115420057,127570137,115538717,114425864,102974703,126484488,123343966,104598806,126029318,127049341,"c1_23"
4961,97104623,114338805,119670641,120330593,122170295,112214601,94655264,94737891,115500974,125588425,130089982,100010981,110366500,92826730,"c1_19"
14908,107480622,102236161,99376914,64694626,67378897,128204659,115409398,114425864,99126300,87580539,86293920,100663297,131825417,120182805,"c1_15"
11673,101187626,113511971,88875655,91001861,102394097,123169049,94503506,95551547,90889210,110541262,104872424,112516711,120434765,105808553,"c1_3"
8827,97519111,127631469,93887500,96736238,92799380,122290386,80502352,94371863,92304656,120342258,118236362,111689732,103333767,100401155,"c1_14"
4776,81798007,85592336,94375537,66128835,66388998,122499499,116406920,90578146,115817382,72383209,79943465,77202486,89653528,121189275,"c1_3"
7003,80742389,85723865,77731126,78917804,87380493,100203479,112263611,82474870,91203309,86686461,75347200,82851077,102773523,111336478,"c1_10"
924,102770728,81920000,73926973,102308207,75347680,75762405,110131888,101232019,75759629,120741100,86176620,87445085,90177536,93061265,"c1_7"
10016,97287176,97125353,103907723,126574024,122000734,132651109,127372025,113642815,111707104,114557995,67928065,106432340,132170858,111674400,"c1_17"
4291,73424336,91428387,100405530,115474702,127141168,65595191,122750512,76311684,111196909,105123772,98074655,83293860,65142789,126615917,"c1_23"
16451,72896251,123386711,83886096,106957826,76808192,126880836,76553531,62552305,80379562,80609591,112198238,117224470,119653484,126586463,"c1_14"
8457,92065566,127408888,120543830,101346648,121983535,106313072,115891543,88432050,122290233,91102746,97779713,117792494,97669095,130876455,"c1_23"
2347,71464377,98331800,73138393,126419290,127032370,110888771,116406920,77184779,80110141,67929206,69468286,83135303,115378646,116392007,"c1_10"
11926,86521349,85984421,72352860,115613575,115279312,115982757,88736071,94404735,85630060,98818642,129260949,106226218,95468123,91553839,"c1_14"
16751,100858227,123736615,79179439,132713968,132710651,122290386,76621421,94404735,74517403,126004638,117178630,123012214,95158572,71553731,"c1_10"
7625,91115940,127552518,131653079,107792901,122794147,122468271,87103461,95551599,127926507,119796906,105775239,112787480,115378646,97484466,"c1_10"
11078,91760483,91552319,108692200,72457222,82358206,117210299,127163620,88604672,103920277,92321610,88084216,84483051,115559709,131989539,"c1_15"
912,128978953,128726222,113781018,96481542,107669715,84609793,77732000,125098979,117265141,109970275,111411297,123273778,95158572,86874475,"c1_3"
17740,85644349,133770463,74317826,102115022,110755847,111956996,87821490,69206016,74922576,110597087,123433946,131072051,109061249,105676355,"c1_3"
14986,111454506,119275721,113781018,125390128,116075728,91234305,120590199,120061957,122692783,116166338,74975795,129122781,84148230,107027078,"c1_17"
19173,81534662,77341016,126092066,126091290,132529987,75300904,70926275,76939410,129798340,126353408,125894661,77113683,76977388,70256058,"c1_3"
14329,67373357,122881414,77450911,115474702,117047296,110755848,86671771,64488759,81527538,125588425,118784024,123794479,121922672,92288706,"c1_10"
6007,73258086,96737952,94920589,85524992,91783229,115943864,109862562,68678263,85193799,86287223,86293920,83293860,103951474,106169139,"c1_11"
2474,91250873,83312474,114696176,114000631,115343360,83372885,70672113,90311990,129568476,114824908,119015421,83761759,97517673,77627417,"c1_23"
372,92799153,86577466,74317832,120330593,116457763,89129394,121968943,99745863,75554333,109881247,68784889,104988729,115382845,105928009,"c1_17"
2093,81267035,97650734,105725226,121404388,88416971,105662799,121706994,82722358,102517656,96546287,74715998,111673344,116013741,121137658,"c1_17"
6892,72192604,128726222,74317826,127022821,127172660,133971960,104103495,70645070,74448899,103351501,110385523,122705044,132915126,106631811,"c1_8"
13141,76348266,119410420,78517416,83920755,97517604,105649668,77744374,89422394,86213971,125340101,118059127,87963213,97027272,92288706,"c1_3"
6890,117587997,91751182,109081454,84411308,87851928,89194569,99352597,119013410,111454107,87032033,86139855,83293860,90177537,100794454,"c1_5"
18640,77125544,132127863,119932775,70837778,92832309,132723848,66002440,90571569,128057733,119947760,110626543,99097886,116130715,70723578,"c1_3"
11606,121774110,76286350,135824173,90767607,77070534,80510985,88182427,101579805,122859597,75871515,87556148,87314442,114819219,65054141,"c1_24"
14150,129302160,91552319,93852183,78742749,76284423,89194569,109839945,126355983,97011119,90843575,98762410,93950313,95682561,120094828,"c1_3"
17245,100926265,114559335,94112688,91354395,96642786,111956996,115670239,114899046,85074426,80412749,95015015,112516711,120658040,125056736,"c1_15"
3867,85465200,76372832,72368487,115613575,120700968,100923777,71132001,82357190,74519718,104078392,104343854,77113683,103256163,75988289,"c1_3"
11884,134283450,114188880,83102644,71827708,67175059,80593688,81675758,125098979,102762391,135275349,125873574,117224470,114599112,70124813,"c1_17"
18946,71570402,124006726,103809033,120850039,122977257,110712807,81639075,71595346,103551726,85984255,98139638,119050042,97781256,85228412,"c1_5"
995,116723176,118718102,93677843,102794263,102891750,127533811,81536496,101333073,81037887,130293862,136401979,119684020,125802218,81134716,"c1_8"
127,87098305,77439265,135925125,108003347,116392525,89198521,65142784,88867703,136471841,126484615,129820028,71453921,78568461,66241196,"c1_8"
9597,71833073,128290652,74187710,67121207,67175059,128191095,77070357,64745229,74173835,108856094,126082586,122721668,125591230,86267242,"c1_22"
4191,121768338,114345784,129502049,101712834,108265520,84938547,94503506,123997667,136007197,103350169,103812090,105998377,76680123,101713883,"c1_5"
12111,91115940,132186734,109667022,83234444,83454636,65148427,70101149,82129019,104495714,135667419,137889199,130569579,66322454,76825755,"c1_8"
10727,128728784,98331800,124863897,109362900,107351681,100203479,94422504,120235928,115421849,130384661,126082586,99910421,125959524,81789127,"c1_24"
17518,128249043,98034569,125961431,72932429,72089605,111575212,115891543,120128868,117334131,126353408,131392880,87445085,104104516,110633742,"c1_8"
4468,72931211,70656252,113786880,91497964,92853089,71892995,72351917,63030150,116980991,67699491,75220218,72486237,72898765,70021878,"c1_18"
2011,118489822,77362018,95196735,85208773,76130641,76295826,104392624,105667342,93323276,70851614,86139855,82452835,84017285,120865401,"c1_4"
4569,132843991,127436461,88894814,78381157,87559549,126997732,80560702,131613327,99340463,121701959,94371843,100465339,103256163,91557539,"c1_10"
5128,121774188,127552518,114315801,121122507,102553159,132450177,117171649,106404659,128785428,80412749,79699600,122746222,119801950,106631811,"c1_24"
5819,86521349,81414647,126094078,71821811,76812029,70911193,115412287,89770612,123734396,93005268,111625513,76809054,70796266,106335332,"c1_22"
15519,102842218,102629379,83886093,114831088,102804838,95554640,100708747,99745863,81273194,91087739,111151346,99622991,89673229,116957104,"c1_14"
12449,112758829,103583076,120093487,108333195,103268463,100203479,99393734,114425161,104857900,90911438,106105227,87818284,97653317,106169139,"c1_12"
19097,96010304,109013095,89720120,96470415,103268463,100459083,99565432,100377349,81002521,96474894,111722513,106987584,90177537,101713883,"c1_21"
9692,77329732,97888975,73685344,125925151,102498509,128986548,128108196,81985604,74448899,103810020,75116203,119050042,131940105,120731892,"c1_17"
11637,107614204,98044496,94409348,78643202,98098035,84430328,111559428,113856986,104994478,86796368,81551894,87915436,83538128,111725132,"c1_15"
6583,87627039,118622856,126357875,113901660,116392525,122436916,105132638,75521564,123732828,126879738,130023541,123012214,97651443,116222342,"c1_3"
18802,81799166,104071647,89191124,113509929,116729564,110765719,104607090,82968759,91973117,126138430,135340672,104640267,84690633,116129793,"c1_3"
15771,112218735,103815340,119865479,83433169,97839521,95688431,105393631,108267452,123608129,126943239,99821164,93071344,83538128,85590478,"c1_16"
10226,122160592,97521479,120068367,102631440,76112741,75826034,122159122,119551942,102974703,98909429,99962759,104988756,115493060,106245931,"c1_24"
11624,106496117,127926282,124780554,91255626,108185917,106927787,109862562,114250314,123233522,121177515,92378653,111149702,90994732,85590478,"c1_16"
7143,71845512,70948499,77758470,71091181,70779183,76419473,122571744,83039470,80110141,103810099,72876454,77297421,89673229,97506087,"c1_7"
60,71464377,124370362,125567636,64570466,75759617,66396853,76171424,69462291,129656787,130810499,135340672,119684020,65142789,76150961,"c1_15"
15728,86521349,77341016,115477769,72302465,66191557,75300904,115622192,89785000,109098769,67936220,69211771,77896539,84476137,130843831,"c1_14"
13051,77628265,113600294,104889410,126539043,122170295,117975601,93759120,77662188,110372038,109059669,110798645,111441434,115474890,101076032,"c1_3"
15631,116916513,123899748,125963432,119638694,103143148,79302653,98586371,101228818,109319604,114299679,117637121,117716894,120331260,96814994,"c1_24"
1027,80503338,128190443,78517416,113546297,116654081,116042874,72352614,77270248,80866015,131278554,131102040,131207678,120850716,70407781,"c1_1"
13610,81789080,90701866,69270126,91497964,92840853,70919308,100625579,82320099,69209723,87298331,99615716,87052852,66591746,106299394,"c1_18"
17628,76824588,128450956,74317826,125689107,127949612,110755879,65731894,75117862,74235844,131072000,130368921,117637121,108234746,70400694,"c1_20"
14872,91900013,98331800,89443946,71241662,88416971,79036416,111280280,90717686,98633683,102488095,79699600,84018048,78720766,85987567,"c1_16"
3787,95687502,103848365,83886093,101727958,102953215,116065442,87833921,90578146,81002521,91102746,105908528,100663297,115766833,96593582,"c1_5"
19351,107746727,119198566,77450911,132715860,126878096,122353049,94511144,95550581,80482456,120342258,130023541,124384377,114819524,92200607,"c1_14"
13903,117225561,82842203,109191860,96469512,102792948,80106535,106025504,124783353,109054016,82033099,86176620,77653842,76977388,97053760,"c1_16"
7642,113379582,71652203,130431822,78742749,92350800,66089761,121726367,120671124,136511149,68026434,69208870,71909159,65590946,126147312,"c1_16"
15432,128127437,82842203,119638913,97010408,83454636,84412316,106444435,132126655,136322892,71179850,81004913,87963213,77953438,114977619,"c1_8"
13497,111936578,97519395,89191124,92012780,98435484,100728568,103841824,108017851,87072685,91111399,80499142,76728455,85071767,92540564,"c1_16"
14822,107240709,124471694,89443946,85328022,97911138,94633984,99265995,119931910,85852712,104857621,94962175,119573184,77549534,96472619,"c1_21"
18611,85772150,70256969,95082336,64694626,67291564,105676652,122340318,94921767,92414148,68533855,74449358,76546156,102236798,125443977,"c1_3"
514,128127437,91751803,121111696,78660098,75814264,122247260,93371617,131091123,104860712,80609591,88084216,87070316,95158572,96814994,"c1_3"
6898,77596276,92407552,99098969,73401946,71319716,64238212,121165641,82357190,109577009,76846401,72800385,77730332,65854683,130693081,"c1_20"
9510,95687502,97541454,108952624,126091290,111149984,65148427,109840965,82968759,104529155,85984255,98045124,106301097,66935750,130831008,"c1_10"
5238,73471881,133807812,72908888,121536546,122421956,116067773,99486844,89132840,80742177,125333925,119021030,129503584,96217154,101974023,"c1_16"
16810,100925643,85984421,99127392,72302465,81274823,94633984,81367678,102154417,92412180,92413058,92378653,76607633,95468123,76554257,"c1_6"
13019,76738580,83312474,89191124,113994192,117178370,110889864,100685630,76731241,75824439,91102746,131392880,84018268,133201973,75988289,"c1_22"
8403,117313535,85559273,99095965,113605689,110668576,112459879,70778886,118752161,92414049,129774927,130023424,92856091,108348135,72487799,"c1_3"
15791,122457520,91346561,100665227,114391065,121674688,111510492,80513293,119812460,103920277,114198352,118631898,94634355,114819219,92540564,"c1_3"
7701,81267035,119670087,109054856,96639646,92350800,90446146,105649996,82345986,103955253,121177515,126082586,100411826,97517673,106299399,"c1_10"
13893,81003533,86574790,82455653,72586012,82909972,90446146,111728321,69472268,81527242,108856094,103812090,76546421,84476242,110685321,"c1_20"
15126,122428330,76284950,130186621,91817781,102498624,71594144,93408517,119013410,127926507,76056413,80782412,77653842,71177310,106169139,"c1_3"
10184,77202752,98044496,78384113,85524992,101777411,79692338,116655568,82345986,87042667,96999579,87325503,83571198,77496953,97506087,"c1_11"
3778,91767681,108782090,69003754,133843564,126990811,101384304,71917925,82968759,69291395,115467136,124442516,99909061,95468123,70787072,"c1_18"
16832,117310209,76608134,94409348,108528050,116465082,94373099,111559428,93882773,91028363,98304716,118784024,87716711,131488360,96774584,"c1_22"
9471,128758012,108069100,135929960,85507322,88631678,111697185,111187260,118884978,128319501,80609591,95027592,106430672,125447658,120588686,"c1_5"
11670,100858227,77597403,84414945,71186323,71408680,111230485,93464565,100605373,90910166,87032033,80490852,84483051,121922672,92483692,"c1_9"
4732,113249755,114264838,89191124,71091181,70779183,134242100,120855035,112948450,85131265,109446266,86043639,84479016,121133085,107309715,"c1_16"
435,81798007,109467539,130186621,132538039,133294790,116003695,86517939,82203669,129632911,120741100,117442566,104988729,109724046,93087734,"c1_14"
3595,91815938,118686842,120068367,71690556,70909952,132914154,70256605,114887611,122212268,115085856,98929690,88116254,120658040,76635306,"c1_3"
14782,71546349,109052007,72626802,113901816,112198664,116003695,76813285,71389981,74235844,92433211,99616481,106432340,83779072,86605473,"c1_3"
458,132711567,85559273,130875880,114000631,127271531,71534159,81639075,125961144,128093737,108530671,105133390,77202486,65142797,82574220,"c1_5"
14661,132711567,128188876,121111696,79287778,82057290,111789718,88087364,130550286,115343546,135115014,137889199,122607573,108158420,85077908,"c1_8"
16102,117225561,92417184,120543830,97293398,98435276,75300904,81288194,113516831,122290233,105410919,104889499,94109781,84680142,93061265,"c1_3"
16004,81267035,122748935,82838859,125907058,120848626,105676652,66388000,82835823,87041318,109054570,118536173,112885941,103022626,70130928,"c1_4"
487,72399044,87294474,72898190,96876485,106757009,75628571,93759120,68438705,80482456,91783171,87713797,83024853,71248939,91557539,"c1_5"
18466,106755571,109223428,108952624,107975576,103430276,112549533,93464565,90419214,92304656,91265600,110968171,117716894,104071525,111336478,"c1_3"
18479,128102494,82154186,124780554,85208773,67175059,94686882,127533271,119860391,115426188,67699491,73065255,87097992,120066751,130681156,"c1_24"
3121,96703804,86574790,114090148,101346648,112279328,116954263,104647186,89655917,123363842,76817780,79710209,77113683,96491356,97277420,"c1_18"
15189,121635696,108609365,113985130,101552131,112205555,96327335,99492574,124127973,116426535,104857621,103812090,105998377,103022626,111414834,"c1_3"
5760,129045934,71368801,130881207,84934659,92158812,83301953,99565432,126177519,122950949,97047402,110350215,84183918,104082263,70723578,"c1_22"
8165,122945653,124471694,108692200,114049025,116916749,111313449,76602012,126098016,110522264,121153925,117522349,119537667,109446263,76289738,"c1_20"
5949,117051650,98331800,126795947,77622874,70803760,122683727,66060738,114296226,110369469,110541262,118752306,88631294,120065456,71553731,"c1_9"
13227,67409244,69731364,68294009,120109859,107480118,71042756,99565432,62727382,69480806,81789247,87690648,65607100,76581872,106202854,"c1_14"
2121,111739029,85991007,84473122,66060564,76808193,79692338,111560599,105667342,81022315,80927299,74855116,84018268,84690633,120588686,"c1_20"
4271,117969131,118490193,105725226,96298970,107247372,75239322,65731894,119931910,116624145,126435294,124976777,112066563,77467901,71829202,"c1_23"
7930,112758829,85592336,105384312,83532838,70779183,105602840,127960243,106430744,102866734,75908328,80732804,87656579,120850716,130843831,"c1_24"
1950,134252833,109838395,131341216,101773411,111149984,79692338,81403380,131264287,129856001,126353409,123214976,106149056,89147556,91824002,"c1_4"
3162,72609550,81414647,134677851,101552131,83100635,90441793,94844091,77595036,122954196,85984255,80490852,83442249,120850716,105753964,"c1_24"
4266,117310209,109838447,89751600,78381075,83366575,66076220,99092217,125363806,80742177,98594161,105126696,107249801,67140557,105676355,"c1_18"
18922,133375551,71004046,119552941,64676324,72352423,90236214,122571744,130572234,128057531,71591637,73723237,71899258,78568461,126885171,"c1_18"
8815,76153876,127631469,72898190,102563957,92670086,100728568,86349056,70435321,75692505,131278554,123433946,119608737,109270067,91488757,"c1_14"
7777,76688088,102818275,72614325,125390128,121956374,95533755,65094853,76311684,68242334,126126701,129473194,87103173,97517673,65150922,"c1_18"
2040,87294507,114456475,99127392,108003347,116465082,122290386,76290351,90208912,91466214,91529107,95158295,106988205,119993317,80752792,"c1_3"
8858,112756622,108265526,125567636,96864320,91553793,84557390,88747822,112463599,129503154,97779713,111678621,111673344,96994160,100401170,"c1_3"
13518,107753380,113775423,126235768,95846281,102891750,95688431,100244298,93887852,117265141,102882559,104590483,112814619,89881387,100733513,"c1_21"
1144,101857652,86508339,93887500,90964895,88611659,79961991,95115101,95550581,98567673,81404019,99893475,87052852,90739352,115346550,"c1_3"
15457,76021795,109172747,78705796,96878950,116393670,126880836,105908109,75557163,73925346,105410919,130023541,104640267,132128323,100794454,"c1_22"
16158,100693321,118718102,99852458,84698737,81805512,128374123,110015454,106430590,111707104,81144880,98045124,117440575,125845274,125963402,"c1_6"
10027,113266641,97650734,110412611,71310990,76808193,100270407,116091947,106183281,115607818,86143454,87713797,82112284,89669405,121526757,"c1_20"
18477,91488903,114032843,109393626,109069239,116465082,91230839,88747822,93847599,109961111,108676491,111151346,107219373,84083303,96600089,"c1_5"
4427,72353742,96735011,89130309,114755811,121674688,106192520,94371907,71564303,99352618,126646812,125967954,93336798,108645557,106627073,"c1_4"
12806,121768338,127408888,94127109,90308723,103430276,106439717,70288263,126355983,91203309,135268841,135921698,118696291,109085570,70723578,"c1_1"
12246,85772150,85592336,90315269,83503250,76130641,90703557,127931373,68678263,87195113,70909958,81789481,84183918,90310346,125359693,"c1_8"
17043,119021642,118686842,104889410,90705004,97911138,89194569,99090619,114821072,96608846,108665428,105717832,104988756,89792780,106179363,"c1_14"
15200,95943050,114456475,124961581,84094445,97264386,89194569,106444435,101778352,121923449,130104735,104889499,93979151,84412518,81310371,"c1_16"
17367,101310546,113054448,105120378,91750452,87852470,122232691,81675758,105943787,103677954,81269039,94744268,119799879,103823348,92288706,"c1_3"
12020,91115940,92348989,104889410,97010408,91553793,112539668,95420416,95550581,98648064,87044219,104623965,93979151,108425386,115605740,"c1_4"
19365,128127437,81299124,108799369,121112668,121983535,116627869,70287718,114899046,90980038,120073926,130089982,88645030,126494615,81844874,"c1_8"
1768,100926265,87170614,83821716,71827554,76416479,101283850,121230843,105667342,86580569,81359859,75014601,76941155,89200467,107217357,"c1_11"
5335,81915125,123223627,94961667,90309566,81532652,122683727,71873946,77074591,111280135,96516208,118495825,123797504,120653959,80752792,"c1_4"
3152,133172759,128290652,114041759,114167003,98288665,112198776,95161594,126355983,110158240,135660411,129630258,119050042,127140233,82444890,"c1_24"
6339,85992312,119151885,94371883,96878950,102282025,79036417,99439983,81878471,99126300,102793370,99090787,112984549,90177536,106954895,"c1_3"
6465,85483524,128290652,131696235,83532838,92527016,67113307,121230843,77070810,127669392,130809926,125350538,117440575,66891202,121667689,"c1_16"
2238,76550539,119687227,78389142,109598286,92022659,94398562,81920006,88200685,81037887,135056698,123228444,123341794,109085035,77712207,"c1_13"
3882,86652508,102806665,104091227,96024526,122794147,101864635,120823023,100034437,115911345,80159084,72876454,83971577,77725705,100794454,"c1_11"
15487,108136714,70845789,110166923,90705004,107479765,91234305,115979111,119931306,104860712,67110316,68047213,70779268,84412518,121781929,"c1_15"
9523,73443006,82048862,74187710,84410870,87852470,127143843,77596259,77661106,68242334,105383837,98022950,84183918,108071592,102493899,"c1_3"
15922,67903419,71658288,68354102,126375363,127580000,64610137,66191360,63946919,68594602,135414738,137495940,67240420,65590946,66085348,"c1_21"
7554,77630048,69731364,108952624,91819159,83362636,75826034,71077952,70435321,121778903,76740629,87556148,70741672,83721722,71828419,"c1_23"
